sweep_axis,tilt_angle,repeat,position,label,angle_x,angle_y,cx,cy
x,0.039999999999999994,1,7,"(0,-y)",0.0,-0.0,1215.5713979361515,826.349807773945
x,0.039999999999999994,1,8,"(+x,-y)",0.039999999999999994,-0.0,1215.7102779189465,826.3816397142612
x,0.039999999999999994,2,0,"(-x,+y)",-0.039999999999999994,0.0,1215.3973432206706,826.3331615265049
x,0.039999999999999994,2,1,"(0,+y)",0.0,0.0,1215.5793742094327,826.3329630228684
x,0.039999999999999994,2,2,"(+x,+y)",0.039999999999999994,0.0,1215.7041379711623,826.362566990202
x,0.039999999999999994,2,3,"(-x, 0)",-0.039999999999999994,0.0,1215.393553942611,826.333856579461
x,0.039999999999999994,2,4,"(0, 0)",0.0,0.0,1215.5707894429738,826.3351842306131
x,0.039999999999999994,2,5,"(+x, 0)",0.039999999999999994,0.0,1215.701653586871,826.3671430096471
x,0.039999999999999994,2,6,"(-x,-y)",-0.039999999999999994,-0.0,1215.4042163281472,826.3415070260554
x,0.039999999999999994,2,7,"(0,-y)",0.0,-0.0,1215.5879323442166,826.3323408537079
x,0.039999999999999994,2,8,"(+x,-y)",0.039999999999999994,-0.0,1215.7172396910378,826.368618707675
x,0.039999999999999994,3,0,"(-x,+y)",-0.039999999999999994,0.0,1215.4186107632202,826.3342080046953
x,0.039999999999999994,3,1,"(0,+y)",0.0,0.0,1215.5982482880888,826.3253331996651
x,0.039999999999999994,3,2,"(+x,+y)",0.039999999999999994,0.0,1215.714379381016,826.3661598957374
x,0.039999999999999994,3,3,"(-x, 0)",-0.039999999999999994,0.0,1215.4115898882415,826.3291068250508
x,0.039999999999999994,3,4,"(0, 0)",0.0,0.0,1215.5794174546477,826.3228075173349
x,0.039999999999999994,3,5,"(+x, 0)",0.039999999999999994,0.0,1215.7171416644164,826.3659254415273
x,0.039999999999999994,3,6,"(-x,-y)",-0.039999999999999994,-0.0,1215.4124615083713,826.318450770538
x,0.039999999999999994,3,7,"(0,-y)",0.0,-0.0,1215.5848350404583,826.3198773836244
x,0.039999999999999994,3,8,"(+x,-y)",0.039999999999999994,-0.0,1215.7130795308499,826.3607538909605
x,0.039999999999999994,4,0,"(-x,+y)",-0.039999999999999994,0.0,1215.4201943549763,826.3251621419912
x,0.039999999999999994,4,1,"(0,+y)",0.0,0.0,1215.5916121469133,826.3103744155886
x,0.039999999999999994,4,2,"(+x,+y)",0.039999999999999994,0.0,1215.7141942765725,826.3549066100038
x,0.039999999999999994,4,3,"(-x, 0)",-0.039999999999999994,0.0,1215.4238623740475,826.3146436595866
x,0.039999999999999994,4,4,"(0, 0)",0.0,0.0,1215.600734272892,826.3241659981928
x,0.039999999999999994,4,5,"(+x, 0)",0.039999999999999994,0.0,1215.7192379274477,826.349526765682
x,0.039999999999999994,4,6,"(-x,-y)",-0.039999999999999994,-0.0,1215.423867401093,826.3229772081075
x,0.039999999999999994,4,7,"(0,-y)",0.0,-0.0,1215.5924496168589,826.3235103011451
x,0.039999999999999994,4,8,"(+x,-y)",0.039999999999999994,-0.0,1215.7137798882454,826.3476122867173
x,0.06,0,0,"(-x,+y)",-0.06,0.0,1215.3506160631232,826.3301506292759
x,0.06,0,1,"(0,+y)",0.0,0.0,1215.5808957370266,826.3229358740715
x,0.06,0,2,"(+x,+y)",0.06,0.0,1215.75887998264,826.3645332916645
x,0.06,0,3,"(-x, 0)",-0.06,0.0,1215.3549997646503,826.3325690932057
x,0.06,0,4,"(0, 0)",0.0,0.0,1215.594641789171,826.3263187828001
x,0.06,0,5,"(+x, 0)",0.06,0.0,1215.777354788901,826.3689230628181
x,0.06,0,6,"(-x,-y)",-0.06,-0.0,1215.3692520887012,826.3181177652642
x,0.06,0,7,"(0,-y)",0.0,-0.0,1215.6001922153087,826.3184234918634
x,0.06,0,8,"(+x,-y)",0.06,-0.0,1215.7723151660068,826.3438084743843
x,0.06,1,0,"(-x,+y)",-0.06,0.0,1215.3916289207568,826.2879387271028
x,0.06,1,1,"(0,+y)",0.0,0.0,1215.6007340224432,826.2866032141953
x,0.06,1,2,"(+x,+y)",0.06,0.0,1215.785739477974,826.3707743688396
x,0.06,1,3,"(-x, 0)",-0.06,0.0,1215.381581956644,826.3219416793467
x,0.06,1,4,"(0, 0)",0.0,0.0,1215.6048029990586,826.3098984634278
x,0.06,1,5,"(+x, 0)",0.06,0.0,1215.7674364058714,826.3664521878372
x,0.06,1,6,"(-x,-y)",-0.06,-0.0,1215.4128525881692,826.2550903503789
x,0.06,1,7,"(0,-y)",0.0,-0.0,1215.6094195956282,826.32011375469
x,0.06,1,8,"(+x,-y)",0.06,-0.0,1215.787153581227,826.3893980002156
x,0.06,2,0,"(-x,+y)",-0.06,0.0,1215.3753926329596,826.3291551931885
x,0.06,2,1,"(0,+y)",0.0,0.0,1215.597229193778,826.4190941891922
x,0.06,2,2,"(+x,+y)",0.06,0.0,1215.6939993341998,826.3749933158656
x,0.06,2,3,"(-x, 0)",-0.06,0.0,1215.187537641996,826.4649868227826
x,0.06,2,4,"(0, 0)",0.0,0.0,1215.3003652856398,826.4910949998556
x,0.06,2,5,"(+x, 0)",0.06,0.0,1215.5670385286676,826.2805579427928
x,0.06,2,6,"(-x,-y)",-0.06,-0.0,1215.1296418814495,826.4593126646505
x,0.06,2,7,"(0,-y)",0.0,-0.0,1215.3204674171197,826.3722873257391
x,0.06,2,8,"(+x,-y)",0.06,-0.0,1215.5596950881109,826.3576357120919
x,0.06,3,0,"(-x,+y)",-0.06,0.0,1215.0904926275234,826.5059367750362
x,0.06,3,1,"(0,+y)",0.0,0.0,1215.3014219290687,826.3112779282435
x,0.06,3,2,"(+x,+y)",0.06,0.0,1215.507207255101,826.2889941904015
x,0.06,3,3,"(-x, 0)",-0.06,0.0,1215.0740171430566,826.4963023128025
x,0.06,3,4,"(0, 0)",0.0,0.0,1215.2381353773467,826.4857125486518
x,0.06,3,5,"(+x, 0)",0.06,0.0,1215.439806475467,826.4734684750985
x,0.06,3,6,"(-x,-y)",-0.06,-0.0,1215.0775032125637,826.5015333827192
x,0.06,3,7,"(0,-y)",0.0,-0.0,1215.240861985922,826.464186098218
x,0.06,3,8,"(+x,-y)",0.06,-0.0,1215.4560986058752,826.4741316069727
x,0.06,4,0,"(-x,+y)",-0.06,0.0,1215.1271866230331,826.4543729255521
x,0.06,4,1,"(0,+y)",0.0,0.0,1215.3033696473694,826.399214344095
x,0.06,4,2,"(+x,+y)",0.06,0.0,1215.5466371914729,826.4044495907674
x,0.06,4,3,"(-x, 0)",-0.06,0.0,1215.0832601655934,826.504255491533
x,0.06,4,4,"(0, 0)",0.0,0.0,1215.2529579868067,826.4239918141919
x,0.06,4,5,"(+x, 0)",0.06,0.0,1215.4283084043545,826.5126734054478
x,0.06,4,6,"(-x,-y)",-0.06,-0.0,1215.0326658280405,826.5081111764138
x,0.06,4,7,"(0,-y)",0.0,-0.0,1215.1812449706135,826.5064507837797
x,0.06,4,8,"(+x,-y)",0.06,-0.0,1215.3605843710657,826.5560849496825
x,0.07999999999999999,0,0,"(-x,+y)",-0.07999999999999999,0.0,1214.9382124408662,826.5109606292568
x,0.07999999999999999,0,1,"(0,+y)",0.0,0.0,1215.1705289897357,826.4926179942074
x,0.07999999999999999,0,2,"(+x,+y)",0.07999999999999999,0.0,1215.5548207866082,826.3812667310639
x,0.07999999999999999,0,3,"(-x, 0)",-0.07999999999999999,0.0,1215.0009285844521,826.499045386398
x,0.07999999999999999,0,4,"(0, 0)",0.0,0.0,1215.1535609181515,826.4930461953232
x,0.07999999999999999,0,5,"(+x, 0)",0.07999999999999999,0.0,1215.36399582648,826.3004916272013
x,0.07999999999999999,0,6,"(-x,-y)",-0.07999999999999999,-0.0,1214.5373165754042,826.6929616273519
x,0.07999999999999999,0,7,"(0,-y)",0.0,-0.0,1214.729189462204,826.5866538524298
x,0.07999999999999999,0,8,"(+x,-y)",0.07999999999999999,-0.0,1214.9439814997552,826.5224238037231
x,0.07999999999999999,1,0,"(-x,+y)",-0.07999999999999999,0.0,1214.3643423088126,826.632541145556
x,0.07999999999999999,1,1,"(0,+y)",0.0,0.0,1214.6588593792906,826.6578857087296
x,0.07999999999999999,1,2,"(+x,+y)",0.07999999999999999,0.0,1214.867900616572,826.6032267783885
x,0.07999999999999999,1,3,"(-x, 0)",-0.07999999999999999,0.0,1214.3339487744256,826.6537370035048
x,0.07999999999999999,1,4,"(0, 0)",0.0,0.0,1214.6508964679908,826.6431848217848
x,0.07999999999999999,1,5,"(+x, 0)",0.07999999999999999,0.0,1214.8680695306302,826.5345821144383
x,0.07999999999999999,1,6,"(-x,-y)",-0.07999999999999999,-0.0,1214.3158165291547,826.6758959000096
x,0.07999999999999999,1,7,"(0,-y)",0.0,-0.0,1214.600761215405,826.7036383485117
x,0.07999999999999999,1,8,"(+x,-y)",0.07999999999999999,-0.0,1214.8515556750244,826.6005708890907
x,0.07999999999999999,2,0,"(-x,+y)",-0.07999999999999999,0.0,1214.3056565496827,826.6598729137304
x,0.07999999999999999,2,1,"(0,+y)",0.0,0.0,1214.6086340908762,826.6807562557258
x,0.07999999999999999,2,2,"(+x,+y)",0.07999999999999999,0.0,1214.842040994342,826.5622963856188
x,0.07999999999999999,2,3,"(-x, 0)",-0.07999999999999999,0.0,1214.3013576917467,826.6453892459319
x,0.07999999999999999,2,4,"(0, 0)",0.0,0.0,1214.6117082210296,826.6624294985814
x,0.07999999999999999,2,5,"(+x, 0)",0.07999999999999999,0.0,1214.842252384633,826.580071701559
x,0.07999999999999999,2,6,"(-x,-y)",-0.07999999999999999,-0.0,1214.303925258265,826.6652362238632
x,0.07999999999999999,2,7,"(0,-y)",0.0,-0.0,1214.6005547953428,826.6847077847866
x,0.07999999999999999,2,8,"(+x,-y)",0.07999999999999999,-0.0,1214.837610804571,826.6262843740085
x,0.07999999999999999,3,0,"(-x,+y)",-0.07999999999999999,0.0,1214.307597513326,826.6660434093977
x,0.07999999999999999,3,1,"(0,+y)",0.0,0.0,1214.6088832973833,826.6824125880347
x,0.07999999999999999,3,2,"(+x,+y)",0.07999999999999999,0.0,1214.8436739604322,826.5768173683828
x,0.07999999999999999,3,3,"(-x, 0)",-0.07999999999999999,0.0,1214.317757841055,826.6800825731423
x,0.07999999999999999,3,4,"(0, 0)",0.0,0.0,1214.603260144012,826.7066973664391
x,0.07999999999999999,3,5,"(+x, 0)",0.07999999999999999,0.0,1214.8302296533675,826.5918938448589
x,0.07999999999999999,3,6,"(-x,-y)",-0.07999999999999999,-0.0,1214.3069833734519,826.6317533631855
x,0.07999999999999999,3,7,"(0,-y)",0.0,-0.0,1214.6122448928998,826.6855219089883
x,0.07999999999999999,3,8,"(+x,-y)",0.07999999999999999,-0.0,1214.8421541602515,826.6081791930133
x,0.07999999999999999,4,0,"(-x,+y)",-0.07999999999999999,0.0,1214.3123477702186,826.6891074012337
x,0.07999999999999999,4,1,"(0,+y)",0.0,0.0,1214.6086245402737,826.6778789714227
x,0.07999999999999999,4,2,"(+x,+y)",0.07999999999999999,0.0,1214.8307346695717,826.6145162946336
x,0.07999999999999999,4,3,"(-x, 0)",-0.07999999999999999,0.0,1214.3069310842907,826.6786490952056
x,0.07999999999999999,4,4,"(0, 0)",0.0,0.0,1214.5776899314062,826.7039805335922
x,0.07999999999999999,4,5,"(+x, 0)",0.07999999999999999,0.0,1214.8138081253167,826.6293936250694
x,0.07999999999999999,4,6,"(-x,-y)",-0.07999999999999999,-0.0,1214.2817429683596,826.6570315796284
x,0.07999999999999999,4,7,"(0,-y)",0.0,-0.0,1214.5767072084452,826.6803723567297
x,0.07999999999999999,4,8,"(+x,-y)",0.07999999999999999,-0.0,1214.8127865881488,826.6295408520142
x,0.09999999999999999,0,0,"(-x,+y)",-0.09999999999999999,0.0,1214.2192540003289,826.6284918624195
x,0.09999999999999999,0,1,"(0,+y)",0.0,0.0,1214.5423225164836,826.7272935016437
x,0.09999999999999999,0,2,"(+x,+y)",0.09999999999999999,0.0,1214.8651113685412,826.6091816707783
x,0.09999999999999999,0,3,"(-x, 0)",-0.09999999999999999,0.0,1214.2248057490071,826.6319996532969
x,0.09999999999999999,0,4,"(0, 0)",0.0,0.0,1214.5610146845104,826.714844966779
x,0.09999999999999999,0,5,"(+x, 0)",0.09999999999999999,0.0,1214.8715312072445,826.581556756035
x,0.09999999999999999,0,6,"(-x,-y)",-0.09999999999999999,-0.0,1214.233934146537,826.6353020178517
x,0.09999999999999999,0,7,"(0,-y)",0.0,-0.0,1214.5345441888217,826.6990626018064
x,0.09999999999999999,0,8,"(+x,-y)",0.09999999999999999,-0.0,1214.8409910386695,826.6454018321597
x,0.09999999999999999,1,0,"(-x,+y)",-0.09999999999999999,0.0,1214.196779709333,826.6111878786527
x,0.09999999999999999,1,1,"(0,+y)",0.0,0.0,1214.5426465626176,826.6942142197065
x,0.09999999999999999,1,2,"(+x,+y)",0.09999999999999999,0.0,1214.8613116967645,826.5997830351529
x,0.09999999999999999,1,3,"(-x, 0)",-0.09999999999999999,0.0,1214.1759204011425,826.6446623569814
x,0.09999999999999999,1,4,"(0, 0)",0.0,0.0,1214.5275257958883,826.6740655543706
x,0.09999999999999999,1,5,"(+x, 0)",0.09999999999999999,0.0,1214.8900707001671,826.5793238442532
x,0.09999999999999999,1,6,"(-x,-y)",-0.09999999999999999,-0.0,1214.2586753093033,826.6052410292425
x,0.09999999999999999,1,7,"(0,-y)",0.0,-0.0,1214.5064247568996,826.7253739436179
x,0.09999999999999999,1,8,"(+x,-y)",0.09999999999999999,-0.0,1214.7011409638067,826.6797629479605
x,0.09999999999999999,2,0,"(-x,+y)",-0.09999999999999999,0.0,1213.9410874036412,826.7427165065976
x,0.09999999999999999,2,1,"(0,+y)",0.0,0.0,1214.3295819177056,826.7734807791794
x,0.09999999999999999,2,2,"(+x,+y)",0.09999999999999999,0.0,1214.5977624269622,826.7791072039688
x,0.09999999999999999,2,3,"(-x, 0)",-0.09999999999999999,0.0,1213.8899744859473,826.7417249560465
x,0.09999999999999999,2,4,"(0, 0)",0.0,0.0,1214.3008712909482,826.7464286474437
x,0.09999999999999999,2,5,"(+x, 0)",0.09999999999999999,0.0,1214.6043758938797,826.8718353660521
x,0.09999999999999999,2,6,"(-x,-y)",-0.09999999999999999,-0.0,1213.5383071626943,827.0505061556345
x,0.09999999999999999,2,7,"(0,-y)",0.0,-0.0,1214.3813441801983,826.7423026615475
x,0.09999999999999999,2,8,"(+x,-y)",0.09999999999999999,-0.0,1214.8885209573602,826.5649398681397
x,0.09999999999999999,3,0,"(-x,+y)",-0.09999999999999999,0.0,1214.3831256523433,826.6837000705068
x,0.09999999999999999,3,1,"(0,+y)",0.0,0.0,1214.8277170512931,826.5038971198117
x,0.09999999999999999,3,2,"(+x,+y)",0.09999999999999999,0.0,1214.972116021478,826.5813223821125
x,0.09999999999999999,3,3,"(-x, 0)",-0.09999999999999999,0.0,1214.2410494120352,826.6024631614113
x,0.09999999999999999,3,4,"(0, 0)",0.0,0.0,1214.6239586519175,826.6906648356551
x,0.09999999999999999,3,5,"(+x, 0)",0.09999999999999999,0.0,1214.9133187291113,826.570482023537
x,0.09999999999999999,3,6,"(-x,-y)",-0.09999999999999999,-0.0,1214.2414912764098,826.6109703408151
x,0.09999999999999999,3,7,"(0,-y)",0.0,-0.0,1214.612167299099,826.6683150939843
x,0.09999999999999999,3,8,"(+x,-y)",0.09999999999999999,-0.0,1214.8905273781916,826.5408680757906
x,0.09999999999999999,4,0,"(-x,+y)",-0.09999999999999999,0.0,1214.225036704112,826.6011201799772
x,0.09999999999999999,4,1,"(0,+y)",0.0,0.0,1214.5965720530835,826.6817732808355
x,0.09999999999999999,4,2,"(+x,+y)",0.09999999999999999,0.0,1214.9002788160494,826.5738784771604
x,0.09999999999999999,4,3,"(-x, 0)",-0.09999999999999999,0.0,1214.2372642046903,826.613830582262
x,0.09999999999999999,4,4,"(0, 0)",0.0,0.0,1214.611394787919,826.6768325143198
x,0.09999999999999999,4,5,"(+x, 0)",0.09999999999999999,0.0,1214.8984378075602,826.5802139143783
x,0.09999999999999999,4,6,"(-x,-y)",-0.09999999999999999,-0.0,1214.22636631421,826.5855020479113
x,0.09999999999999999,4,7,"(0,-y)",0.0,-0.0,1214.6148861249123,826.6699008333501
x,0.09999999999999999,4,8,"(+x,-y)",0.09999999999999999,-0.0,1214.9088915844654,826.537933405344
x,0.11999999999999998,0,0,"(-x,+y)",-0.11999999999999998,0.0,1214.1935070660975,826.648436965084
x,0.11999999999999998,0,1,"(0,+y)",0.0,0.0,1214.6070279964372,826.6164301134703
x,0.11999999999999998,0,2,"(+x,+y)",0.11999999999999998,0.0,1214.9360243566994,826.5200849359136
x,0.11999999999999998,0,3,"(-x, 0)",-0.11999999999999998,0.0,1214.1725006734137,826.6050398477538
x,0.11999999999999998,0,4,"(0, 0)",0.0,0.0,1214.6058576447435,826.647845741606
x,0.11999999999999998,0,5,"(+x, 0)",0.11999999999999998,0.0,1214.9537718171928,826.5483504486042
x,0.11999999999999998,0,6,"(-x,-y)",-0.11999999999999998,-0.0,1214.1897870242315,826.596071646792
x,0.11999999999999998,0,7,"(0,-y)",0.0,-0.0,1214.6115445463429,826.6565962836602
x,0.11999999999999998,0,8,"(+x,-y)",0.11999999999999998,-0.0,1214.962661085082,826.5307373214151
x,0.11999999999999998,1,0,"(-x,+y)",-0.11999999999999998,0.0,1214.1749572472315,826.5954817512584
x,0.11999999999999998,1,1,"(0,+y)",0.0,0.0,1214.6094906517262,826.6567159674497
x,0.11999999999999998,1,2,"(+x,+y)",0.11999999999999998,0.0,1214.9566403929357,826.5257245207737
x,0.11999999999999998,1,3,"(-x, 0)",-0.11999999999999998,0.0,1214.1817491621334,826.5992583887617
x,0.11999999999999998,1,4,"(0, 0)",0.0,0.0,1214.6065440934954,826.6586723012525
x,0.11999999999999998,1,5,"(+x, 0)",0.11999999999999998,0.0,1214.9536385442934,826.5376057464326
x,0.11999999999999998,1,6,"(-x,-y)",-0.11999999999999998,-0.0,1214.1959592346288,826.6076142059133
x,0.11999999999999998,1,7,"(0,-y)",0.0,-0.0,1214.6191411579582,826.640909034629
x,0.11999999999999998,1,8,"(+x,-y)",0.11999999999999998,-0.0,1214.9607073223074,826.524424656479
x,0.11999999999999998,2,0,"(-x,+y)",-0.11999999999999998,0.0,1214.1843383549722,826.607468627679
x,0.11999999999999998,2,1,"(0,+y)",0.0,0.0,1214.615654066123,826.6571300167365
x,0.11999999999999998,2,2,"(+x,+y)",0.11999999999999998,0.0,1214.953691623525,826.5460671973998
x,0.11999999999999998,2,3,"(-x, 0)",-0.11999999999999998,0.0,1214.1791836579614,826.562379824034
x,0.11999999999999998,2,4,"(0, 0)",0.0,0.0,1214.6115946483167,826.675192916497
x,0.11999999999999998,2,5,"(+x, 0)",0.11999999999999998,0.0,1214.9468522396573,826.5810801221338
x,0.11999999999999998,2,6,"(-x,-y)",-0.11999999999999998,-0.0,1214.1912179490432,826.6055251820462
x,0.11999999999999998,2,7,"(0,-y)",0.0,-0.0,1214.6017556138656,826.6805591399849
x,0.11999999999999998,2,8,"(+x,-y)",0.11999999999999998,-0.0,1214.9605697351424,826.5764511351459
x,0.11999999999999998,3,0,"(-x,+y)",-0.11999999999999998,0.0,1214.1812179358515,826.5483625484361
x,0.11999999999999998,3,1,"(0,+y)",0.0,0.0,1214.6260006703137,826.6423585630723
x,0.11999999999999998,3,2,"(+x,+y)",0.11999999999999998,0.0,1214.9530434981123,826.5429250859172
x,0.11999999999999998,3,3,"(-x, 0)",-0.11999999999999998,0.0,1214.1718790277735,826.5946162265805
x,0.11999999999999998,3,4,"(0, 0)",0.0,0.0,1214.5875088126236,826.6766589012904
x,0.11999999999999998,3,5,"(+x, 0)",0.11999999999999998,0.0,1214.9538745422396,826.5371347963173
x,0.11999999999999998,3,6,"(-x,-y)",-0.11999999999999998,-0.0,1214.1745574272659,826.5457122200349
x,0.11999999999999998,3,7,"(0,-y)",0.0,-0.0,1214.5905893514137,826.6642903407467
x,0.11999999999999998,3,8,"(+x,-y)",0.11999999999999998,-0.0,1214.937740178366,826.5357183146909
x,0.11999999999999998,4,0,"(-x,+y)",-0.11999999999999998,0.0,1214.168227453849,826.6134372056201
x,0.11999999999999998,4,1,"(0,+y)",0.0,0.0,1214.586699219902,826.6726713280752
x,0.11999999999999998,4,2,"(+x,+y)",0.11999999999999998,0.0,1214.9416663445038,826.5249328910952
x,0.11999999999999998,4,3,"(-x, 0)",-0.11999999999999998,0.0,1214.1639048475256,826.5687572498803
x,0.11999999999999998,4,4,"(0, 0)",0.0,0.0,1214.5954788034144,826.6651080574935
x,0.11999999999999998,4,5,"(+x, 0)",0.11999999999999998,0.0,1214.9362257980342,826.5431901719523
x,0.11999999999999998,4,6,"(-x,-y)",-0.11999999999999998,-0.0,1214.1427687842122,826.5811655649468
x,0.11999999999999998,4,7,"(0,-y)",0.0,-0.0,1214.565234764425,826.658829169869
x,0.11999999999999998,4,8,"(+x,-y)",0.11999999999999998,-0.0,1214.9223310230268,826.5322745474484
x,0.13999999999999999,0,0,"(-x,+y)",-0.13999999999999999,0.0,1214.086559078739,826.5721246452481
x,0.13999999999999999,0,1,"(0,+y)",0.0,0.0,1214.567103517235,826.6644433407471
x,0.13999999999999999,0,2,"(+x,+y)",0.13999999999999999,0.0,1214.977866976731,826.5375304048473
x,0.13999999999999999,0,3,"(-x, 0)",-0.13999999999999999,0.0,1214.081607160956,826.5650902166057
x,0.13999999999999999,0,4,"(0, 0)",0.0,0.0,1214.5778137626864,826.6527251983657
x,0.13999999999999999,0,5,"(+x, 0)",0.13999999999999999,0.0,1214.9894835570326,826.5357239944284
x,0.13999999999999999,0,6,"(-x,-y)",-0.13999999999999999,-0.0,1214.0805594798803,826.5550086319093
x,0.13999999999999999,0,7,"(0,-y)",0.0,-0.0,1214.5405139263903,826.6577089442811
x,0.13999999999999999,0,8,"(+x,-y)",0.13999999999999999,-0.0,1214.9803310007317,826.5275624870535
x,0.13999999999999999,1,0,"(-x,+y)",-0.13999999999999999,0.0,1214.0689473851264,826.5761908240852
x,0.13999999999999999,1,1,"(0,+y)",0.0,0.0,1214.5364285047956,826.6508818850513
x,0.13999999999999999,1,2,"(+x,+y)",0.13999999999999999,0.0,1214.9672921309202,826.5167965085668
x,0.13999999999999999,1,3,"(-x, 0)",-0.13999999999999999,0.0,1214.1972175297979,826.549171738415
x,0.13999999999999999,1,4,"(0, 0)",0.0,0.0,1214.6793443644488,826.646986519884
x,0.13999999999999999,1,5,"(+x, 0)",0.13999999999999999,0.0,1215.0618142293974,826.5939051526559
x,0.13999999999999999,1,6,"(-x,-y)",-0.13999999999999999,-0.0,1214.1450987433925,826.6312438365127
x,0.13999999999999999,1,7,"(0,-y)",0.0,-0.0,1214.6366560711522,826.6117926790562
x,0.13999999999999999,1,8,"(+x,-y)",0.13999999999999999,-0.0,1215.029296368918,826.5677316519714
x,0.13999999999999999,2,0,"(-x,+y)",-0.13999999999999999,0.0,1214.0709977541603,826.6134177868686
x,0.13999999999999999,2,1,"(0,+y)",0.0,0.0,1214.5277655993407,826.6955468763279
x,0.13999999999999999,2,2,"(+x,+y)",0.13999999999999999,0.0,1214.9441286836134,826.565856548181
x,0.13999999999999999,2,3,"(-x, 0)",-0.13999999999999999,0.0,1214.0495632658826,826.5458655477833
x,0.13999999999999999,2,4,"(0, 0)",0.0,0.0,1214.4770406548944,826.7528618245804
x,0.13999999999999999,2,5,"(+x, 0)",0.13999999999999999,0.0,1214.9327814077808,826.5841182783502
x,0.13999999999999999,2,6,"(-x,-y)",-0.13999999999999999,-0.0,1214.0481996404558,826.5534601094337
x,0.13999999999999999,2,7,"(0,-y)",0.0,-0.0,1214.5289610819477,826.658564669167
x,0.13999999999999999,2,8,"(+x,-y)",0.13999999999999999,-0.0,1214.9513190194727,826.5512233748995
x,0.13999999999999999,3,0,"(-x,+y)",-0.13999999999999999,0.0,1214.0574300516475,826.5936155939581
x,0.13999999999999999,3,1,"(0,+y)",0.0,0.0,1214.5110297541087,826.7048152325244
x,0.13999999999999999,3,2,"(+x,+y)",0.13999999999999999,0.0,1214.9413003230893,826.5614736481817
x,0.13999999999999999,3,3,"(-x, 0)",-0.13999999999999999,0.0,1214.0447649535342,826.5762306073624
x,0.13999999999999999,3,4,"(0, 0)",0.0,0.0,1214.5152717115557,826.713226482274
x,0.13999999999999999,3,5,"(+x, 0)",0.13999999999999999,0.0,1214.9488395196188,826.5698691516776
x,0.13999999999999999,3,6,"(-x,-y)",-0.13999999999999999,-0.0,1214.0525663550518,826.5999890327795
x,0.13999999999999999,3,7,"(0,-y)",0.0,-0.0,1214.512071718808,826.7016332459003
x,0.13999999999999999,3,8,"(+x,-y)",0.13999999999999999,-0.0,1214.9421611819241,826.563330673877
x,0.13999999999999999,4,0,"(-x,+y)",-0.13999999999999999,0.0,1214.0363620745263,826.5546005552206
x,0.13999999999999999,4,1,"(0,+y)",0.0,0.0,1214.4837676278087,826.7305718133875
x,0.13999999999999999,4,2,"(+x,+y)",0.13999999999999999,0.0,1214.9245835703953,826.6128859888329
x,0.13999999999999999,4,3,"(-x, 0)",-0.13999999999999999,0.0,1214.0404642863407,826.6323193450634
x,0.13999999999999999,4,4,"(0, 0)",0.0,0.0,1214.4905306535613,826.7178332804208
x,0.13999999999999999,4,5,"(+x, 0)",0.13999999999999999,0.0,1214.9382664920436,826.6154235117702
x,0.13999999999999999,4,6,"(-x,-y)",-0.13999999999999999,-0.0,1214.037273160025,826.608307913606
x,0.13999999999999999,4,7,"(0,-y)",0.0,-0.0,1214.4997827038576,826.7312497024398
x,0.13999999999999999,4,8,"(+x,-y)",0.13999999999999999,-0.0,1214.9476329035178,826.622646347501
x,0.15999999999999998,0,0,"(-x,+y)",-0.15999999999999998,0.0,1213.9849120426177,826.6414012120322
x,0.15999999999999998,0,1,"(0,+y)",0.0,0.0,1214.5041343272615,826.7305354038185
x,0.15999999999999998,0,2,"(+x,+y)",0.15999999999999998,0.0,1215.014015560508,826.5583520454412
x,0.15999999999999998,0,3,"(-x, 0)",-0.15999999999999998,0.0,1213.9729007011372,826.655166046648
x,0.15999999999999998,0,4,"(0, 0)",0.0,0.0,1214.5214130718275,826.7217492381965
x,0.15999999999999998,0,5,"(+x, 0)",0.15999999999999998,0.0,1215.0080830830539,826.6000447654617
x,0.15999999999999998,0,6,"(-x,-y)",-0.15999999999999998,-0.0,1213.982910196222,826.649923114755
x,0.15999999999999998,0,7,"(0,-y)",0.0,-0.0,1214.5141404006333,826.7384381055862
x,0.15999999999999998,0,8,"(+x,-y)",0.15999999999999998,-0.0,1215.0125073173185,826.6303625798574
x,0.15999999999999998,1,0,"(-x,+y)",-0.15999999999999998,0.0,1213.9715182710484,826.6208719203947
x,0.15999999999999998,1,1,"(0,+y)",0.0,0.0,1214.4821472884996,826.748995654449
x,0.15999999999999998,1,2,"(+x,+y)",0.15999999999999998,0.0,1214.9836953853987,826.6304832892596
x,0.15999999999999998,1,3,"(-x, 0)",-0.15999999999999998,0.0,1213.9668524927552,826.6275015799783
x,0.15999999999999998,1,4,"(0, 0)",0.0,0.0,1214.490728236312,826.7407084053863
x,0.15999999999999998,1,5,"(+x, 0)",0.15999999999999998,0.0,1215.0040295114054,826.5884639035302
x,0.15999999999999998,1,6,"(-x,-y)",-0.15999999999999998,-0.0,1213.9804323676408,826.607326924802
x,0.15999999999999998,1,7,"(0,-y)",0.0,-0.0,1214.494201495326,826.7038502996664
x,0.15999999999999998,1,8,"(+x,-y)",0.15999999999999998,-0.0,1214.9981837390549,826.5829027079
x,0.15999999999999998,2,0,"(-x,+y)",-0.15999999999999998,0.0,1213.9618053055221,826.6365880486363
x,0.15999999999999998,2,1,"(0,+y)",0.0,0.0,1214.4782369800835,826.7440715499887
